1.    In which part of Bangladesh do you live?,2.    What is your age group?,3.    What is your occupation?,"4. How would you describe your overall mood and outlook on life compared to before the COVID-19 pandemic? (Scale 1-5, 1=Worst, 5=Best)",5. Has the pandemic impacted your sense of hope and optimism for the future? ,6. Do you feel more anxious or stressed than before the pandemic? ,7. Have you experienced any feelings of isolation or loneliness as a result of the pandemic? ,8. Has your income or financial situation changed significantly since the pandemic began? ,"9. If yes, has your income?",10. Have you had to make any major changes to your spending habits due to the pandemic? ,11. Are you concerned about your ability to afford basic necessities like food and housing? ,12. Has the pandemic affected your daily routines and activities?,13. Have you made any significant changes to your work or education due to the pandemic? ,14. Have you participated in any new hobbies or activities as a result of the pandemic? ,15. Have you received any government assistance or financial support during the pandemic? ,"16. How satisfied are you with the government's response to the pandemic? (Scale 1-5, 1=Very Unsatisfied, 5=Very Satisfied)",17. How much do you know about the Russia-Ukraine war?,"18. How do you feel about the Russia-Ukraine war overall?   (Scale 1-5, 1=Worst, 5=Best)","19.  How worried are you about the potential economic impact of the Russia-Ukraine war on Bangladesh?(Scale 1-5, 1=Worst, 5=Best)",20. Do you feel that the war has made you more anxious or stressed about the future? ,21. Have you noticed any changes in the prices of goods or services in your daily life? ,22. Has your income or financial situation changed since the beginning of the war? ,23. Have you made any changes to your spending habits due to the war? ,24. Do you expect the war to have a long-term impact on the Bangladeshi economy? ,25. Have you taken any steps to prepare for potential economic hardship due to the war? ,"26. How confident are you in the government's ability to manage the economic impact of the war? (Scale 1-5, 1=Worst, 5=Best)","27. Due to israel-hamas conflict, what do you think we may lose?",28. Do you think this war can increase our inflation rate in Bangladesh? ,29. Do you approve of the current state of the war?,"30. Are you happy with COVID-19, RUSSIA-UKRAINE WAR, AND ISRAEL-HAMAS CONFLICTS respecting future or current Bangladeshi economic concerns?"
Dhaka,18-25,Others,5,No,Yes,No,Yes,Decreased,Yes,Unsure,No,No,Yes,No,3,Much Informed,5,2,Unsure,No,Yes,Yes,No,Yes,3,Increase Poverty,Yes,Yes,No
Dhaka,36-45,Government Job,5,Yes,No,Yes,No,Remained Same,No,Unsure,No,No,No,Yes,4,Not informed at all,5,4,Unsure,Yes,Yes,Yes,Unsure,No,1,Increase Poverty,No,No comments,No
Dhaka,18-25,Others,4,Yes,Yes,Unsure,No,Decreased,Yes,No,Yes,No,No,No,2,Much Informed,2,1,Unsure,No,Yes,No,Unsure,Yes,3,Economic Stability,Yes,No comments,No
Dhaka,More than 55,Business,2,No,No,Yes,No,Increased,No,Unsure,No,Yes,No,Yes,5,Somewhat Informed,1,3,Unsure,Yes,No,No,No,Yes,1,Other,Yes,No comments,No
Dhaka,18-25,Government Job,4,Yes,Unsure,No,No,Increased,Yes,Unsure,Yes,No,No,Yes,3,Somewhat Informed,2,5,Unsure,Yes,Yes,No,No,Yes,2,Economic Stability,Yes,Yes,No
Dhaka,More than 55,Student,3,Yes,Unsure,Unsure,Yes,Decreased,No,Unsure,Yes,Yes,No,No,4,Not informed at all,1,4,Unsure,Yes,Yes,Yes,No,No,4,Peace interrupt,Yes,No,No
Dhaka,Less than 18,Student,2,No,No,No,No,Decreased,Yes,No,Yes,No,Yes,Yes,1,Not very informed,2,5,Unsure,Yes,Yes,Yes,Yes,No,4,Economic Stability,No,Yes,No
Dhaka,Less than 18,Student,2,No,No,Yes,No,Increased,Yes,No,No,No,No,Yes,2,Not very informed,4,4,Unsure,No,No,No,Unsure,No,2,Increase Poverty,Yes,Yes,No
Dhaka,Less than 18,Business,3,Yes,Yes,Unsure,Yes,Increased,No,Yes,No,Yes,Yes,Yes,2,Not informed at all,4,1,No,No,Yes,Yes,Yes,No,5,Increase Poverty,No,No,No
Dhaka,46-55,Government Job,5,Yes,Unsure,Yes,No,Decreased,No,Yes,Yes,Yes,Yes,No,2,Not informed at all,5,1,Yes,No,Yes,Yes,Yes,No,5,Increase Poverty,Yes,No,No
Dhaka,Less than 18,Business,1,Yes,Yes,Unsure,Yes,Remained Same,No,Unsure,Yes,Yes,Yes,No,4,Somewhat Informed,2,4,Yes,No,No,No,No,No,2,Increase Poverty,Yes,Yes,No
Dhaka,18-25,Private Job,3,Unsure,Yes,Unsure,Yes,Decreased,No,No,Yes,Yes,Yes,No,3,Somewhat Informed,4,2,No,No,Yes,No,No,Yes,3,Other,Yes,Yes,No
Dhaka,46-55,Student,1,No,Yes,Unsure,No,Decreased,No,Unsure,Yes,No,No,No,3,Not informed at all,3,3,Yes,No,No,Yes,Yes,No,5,Peace interrupt,Yes,No comments,No
Dhaka,Less than 18,Student,3,Unsure,Yes,Unsure,No,Increased,Yes,No,Yes,Yes,No,No,5,Not very informed,3,5,No,No,Yes,No,Unsure,No,5,Other,Yes,No comments,No
Dhaka,Less than 18,Private Job,2,No,No,No,Yes,Decreased,No,Yes,No,Yes,Yes,No,3,Not very informed,3,1,Unsure,No,No,No,Yes,No,5,Other,Yes,No comments,No
Dhaka,46-55,Government Job,5,Yes,Yes,No,No,Increased,No,Unsure,Yes,Yes,No,No,4,Not very informed,3,1,Yes,Yes,No,No,No,Yes,2,Economic Stability,No,No comments,No
Dhaka,46-55,Others,3,No,Unsure,Yes,No,Increased,No,Yes,No,No,Yes,Yes,1,Much Informed,1,5,No,No,No,Yes,Yes,No,3,Economic Stability,Yes,No comments,No
Dhaka,More than 55,Student,4,Yes,Yes,No,Yes,Decreased,No,Unsure,Yes,No,Yes,No,4,Somewhat Informed,5,1,Unsure,Yes,Yes,Yes,No,No,5,Peace interrupt,No,Yes,No
Dhaka,Less than 18,Government Job,4,No,Unsure,Unsure,Yes,Remained Same,No,No,Yes,Yes,Yes,Yes,1,Much Informed,1,1,Yes,No,Yes,No,No,Yes,4,Peace interrupt,Yes,Yes,No
Dhaka,26-35,Student,1,No,No,Unsure,Yes,Increased,Yes,Yes,No,No,Yes,No,2,Somewhat Informed,3,5,No,Yes,Yes,No,Unsure,Yes,5,Increase Poverty,Yes,No,No
Dhaka,46-55,Government Job,3,No,No,No,No,Decreased,No,Unsure,No,Yes,No,Yes,3,Not very informed,5,5,Yes,Yes,No,No,Yes,No,1,Other,Yes,Yes,No
Dhaka,36-45,Others,5,No,Yes,No,Yes,Increased,No,Unsure,No,Yes,Yes,Yes,3,Not very informed,2,2,No,Yes,No,No,No,Yes,4,Peace interrupt,No,Yes,No
Dhaka,46-55,Private Job,2,Unsure,Unsure,No,No,Remained Same,No,Yes,No,Yes,No,Yes,4,Not very informed,2,2,No,Yes,Yes,Yes,No,Yes,1,Other,Yes,No,No
Dhaka,18-25,Private Job,4,Yes,No,Yes,No,Increased,No,No,No,No,No,Yes,4,Much Informed,5,5,Unsure,No,Yes,Yes,No,No,3,Other,Yes,Yes,No
Dhaka,More than 55,Student,5,Unsure,No,No,No,Remained Same,Yes,Yes,No,Yes,No,No,1,Not informed at all,1,4,No,Yes,Yes,No,No,Yes,2,Peace interrupt,Yes,Yes,No
Dhaka,36-45,Private Job,1,Yes,Yes,Yes,No,Increased,No,No,No,No,Yes,No,3,Much Informed,5,3,Unsure,No,Yes,No,No,No,3,Increase Poverty,No,Yes,No
Dhaka,26-35,Private Job,5,Yes,Yes,Yes,No,Remained Same,No,Unsure,No,Yes,Yes,No,2,Somewhat Informed,3,1,Unsure,Yes,No,Yes,Unsure,No,4,Increase Poverty,No,No comments,No
Dhaka,More than 55,Student,1,Yes,No,No,Yes,Decreased,Yes,Unsure,No,Yes,No,Yes,5,Not informed at all,2,4,No,Yes,Yes,No,No,No,4,Other,Yes,Yes,No
Dhaka,46-55,Student,5,Yes,Yes,Unsure,Yes,Decreased,No,Yes,Yes,Yes,Yes,No,1,Not informed at all,2,1,Yes,No,No,Yes,No,Yes,4,Other,Yes,Yes,No
Dhaka,26-35,Others,2,No,Yes,No,Yes,Increased,Yes,No,No,No,No,Yes,4,Not very informed,1,3,Unsure,Yes,No,Yes,Yes,No,4,Economic Stability,No,Yes,No
Dhaka,18-25,Government Job,3,No,Yes,Unsure,No,Remained Same,Yes,No,Yes,Yes,No,No,5,Somewhat Informed,2,4,Yes,No,Yes,No,Yes,Yes,4,Other,No,No comments,No
Dhaka,More than 55,Private Job,3,No,Unsure,Yes,Yes,Increased,Yes,No,Yes,Yes,Yes,No,3,Somewhat Informed,5,3,Yes,Yes,No,No,No,Yes,2,Economic Stability,Yes,Yes,No
Dhaka,36-45,Business,1,Yes,Yes,Unsure,No,Decreased,Yes,Yes,No,No,Yes,Yes,4,Not very informed,4,1,Yes,Yes,No,Yes,Unsure,No,1,Economic Stability,No,No comments,No
Dhaka,46-55,Private Job,5,Yes,No,Unsure,Yes,Remained Same,Yes,Yes,Yes,No,No,No,4,Somewhat Informed,5,4,Unsure,No,Yes,Yes,Yes,No,5,Economic Stability,No,No comments,No
Dhaka,46-55,Business,3,Unsure,No,Unsure,No,Decreased,No,Yes,No,No,No,Yes,4,Not very informed,3,1,Unsure,Yes,No,Yes,Yes,No,3,Peace interrupt,Yes,Yes,No
Dhaka,18-25,Business,5,No,Yes,Unsure,No,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,1,Somewhat Informed,5,1,Unsure,Yes,No,Yes,Yes,Yes,2,Peace interrupt,Yes,No comments,No
Dhaka,18-25,Student,5,Unsure,Yes,Unsure,No,Increased,Yes,No,No,Yes,Yes,Yes,1,Not informed at all,1,4,Unsure,Yes,No,Yes,Unsure,Yes,5,Other,No,Yes,No
Dhaka,More than 55,Student,3,Yes,Unsure,Unsure,No,Increased,Yes,Unsure,No,No,Yes,Yes,2,Not very informed,4,1,Yes,Yes,No,Yes,Unsure,No,1,Economic Stability,Yes,No comments,No
Dhaka,More than 55,Business,5,Yes,No,No,No,Decreased,No,Yes,No,Yes,No,Yes,3,Not informed at all,2,4,No,Yes,Yes,Yes,No,Yes,5,Increase Poverty,No,Yes,No
Dhaka,26-35,Student,1,Unsure,No,Unsure,Yes,Remained Same,Yes,Yes,No,Yes,No,Yes,5,Not very informed,4,5,Yes,No,No,No,No,No,5,Increase Poverty,No,No,No
Dhaka,Less than 18,Business,5,Unsure,Yes,No,No,Decreased,Yes,No,Yes,Yes,Yes,Yes,5,Not very informed,5,3,Yes,No,Yes,No,Yes,Yes,4,Increase Poverty,Yes,Yes,No
Dhaka,Less than 18,Government Job,2,No,Yes,Unsure,Yes,Increased,No,Unsure,Yes,Yes,No,Yes,4,Not informed at all,4,2,No,No,Yes,No,Yes,No,5,Other,Yes,No,No
Dhaka,Less than 18,Government Job,1,Yes,Yes,No,Yes,Decreased,Yes,Unsure,No,Yes,Yes,No,5,Not very informed,4,4,Yes,No,Yes,Yes,Yes,No,2,Economic Stability,Yes,No comments,No
Dhaka,More than 55,Others,1,Unsure,Unsure,Unsure,Yes,Decreased,No,Yes,Yes,Yes,Yes,No,3,Much Informed,2,3,No,Yes,Yes,Yes,Yes,No,4,Economic Stability,Yes,Yes,No
Dhaka,18-25,Others,2,Yes,Unsure,No,No,Remained Same,No,Unsure,Yes,Yes,Yes,No,2,Somewhat Informed,3,1,Unsure,No,No,Yes,Yes,No,5,Peace interrupt,No,Yes,No
Dhaka,18-25,Others,1,Unsure,No,Yes,Yes,Increased,Yes,No,Yes,Yes,No,Yes,1,Not very informed,2,3,Yes,Yes,No,Yes,Yes,No,3,Peace interrupt,No,No,No
Dhaka,Less than 18,Private Job,5,Unsure,Yes,Yes,Yes,Remained Same,No,Unsure,Yes,No,Yes,No,4,Much Informed,4,3,Yes,Yes,No,Yes,Yes,No,3,Economic Stability,No,No comments,No
Dhaka,26-35,Business,1,Yes,Unsure,Unsure,No,Remained Same,No,No,Yes,No,Yes,No,4,Much Informed,3,1,No,No,No,Yes,Unsure,No,5,Increase Poverty,Yes,No comments,No
Dhaka,More than 55,Private Job,2,No,Yes,No,Yes,Increased,No,Unsure,Yes,Yes,Yes,Yes,1,Much Informed,1,3,No,Yes,Yes,No,Yes,No,4,Economic Stability,Yes,No,No
Dhaka,46-55,Student,4,No,Unsure,Unsure,Yes,Decreased,Yes,Unsure,Yes,Yes,Yes,No,3,Much Informed,3,5,Unsure,Yes,Yes,No,Unsure,No,4,Peace interrupt,Yes,No,No
Dhaka,46-55,Private Job,1,No,No,Unsure,No,Increased,No,Yes,Yes,Yes,Yes,Yes,1,Much Informed,3,5,Unsure,Yes,No,No,No,No,4,Increase Poverty,Yes,Yes,No
Dhaka,Less than 18,Government Job,2,No,No,Unsure,No,Remained Same,Yes,No,No,Yes,No,Yes,4,Much Informed,5,5,Yes,No,Yes,No,Yes,No,2,Peace interrupt,Yes,Yes,No
Dhaka,Less than 18,Others,2,Yes,Unsure,Unsure,Yes,Decreased,Yes,Yes,No,Yes,Yes,Yes,5,Not informed at all,1,5,No,No,No,No,No,Yes,5,Increase Poverty,No,No comments,No
Dhaka,36-45,Student,4,Unsure,Yes,Yes,No,Decreased,No,No,No,Yes,No,Yes,2,Somewhat Informed,1,1,Unsure,Yes,No,Yes,Unsure,No,3,Increase Poverty,No,No comments,No
Dhaka,18-25,Government Job,3,Yes,Yes,Unsure,Yes,Increased,Yes,No,No,No,Yes,No,1,Not very informed,5,5,Unsure,No,No,Yes,Yes,No,1,Economic Stability,No,No comments,No
Dhaka,Less than 18,Student,2,No,Yes,No,No,Decreased,No,No,Yes,No,Yes,Yes,2,Not very informed,3,4,Unsure,No,Yes,Yes,Yes,Yes,4,Peace interrupt,Yes,Yes,No
Dhaka,36-45,Government Job,4,Unsure,Unsure,Yes,Yes,Decreased,No,Unsure,No,No,No,No,4,Somewhat Informed,1,1,Unsure,No,No,Yes,Yes,Yes,4,Economic Stability,No,No comments,No
Sylhet,36-45,Student,5,Yes,Yes,Yes,No,Increased,No,Unsure,No,Yes,Yes,Yes,1,Much Informed,2,3,No,Yes,Yes,Yes,Yes,Yes,2,Economic Stability,Yes,No comments,No
Rajshahi,Less than 18,Government Job,5,No,Unsure,Yes,No,Decreased,Yes,Unsure,No,No,Yes,Yes,5,Not very informed,3,5,No,No,No,No,Yes,No,3,Increase Poverty,Yes,No,Yes
Sylhet,46-55,Student,2,Unsure,No,No,No,Decreased,No,Unsure,Yes,No,No,No,4,Not very informed,1,3,Unsure,No,Yes,No,No,Yes,5,Peace interrupt,No,No comments,No
Mymensingh,18-25,Private Job,5,No,No,No,Yes,Remained Same,Yes,No,No,Yes,Yes,No,2,Not informed at all,2,3,Unsure,No,No,Yes,Yes,Yes,2,Increase Poverty,No,No comments,No
Sylhet,46-55,Business,2,No,Yes,Yes,Yes,Remained Same,Yes,No,Yes,No,Yes,Yes,2,Not very informed,3,2,Unsure,No,No,No,No,No,1,Peace interrupt,No,Yes,No
Khulna,More than 55,Student,4,No,Yes,Unsure,No,Decreased,No,No,No,Yes,No,Yes,4,Somewhat Informed,4,3,Unsure,Yes,No,No,Yes,Yes,1,Increase Poverty,Yes,No comments,No
Khulna,18-25,Business,1,Yes,No,Unsure,Yes,Decreased,No,No,No,Yes,Yes,Yes,5,Not informed at all,2,4,Unsure,No,Yes,No,Unsure,Yes,1,Peace interrupt,No,No comments,Yes
Chattogram,26-35,Others,4,No,Unsure,Yes,Yes,Remained Same,No,Unsure,Yes,No,Yes,Yes,3,Not very informed,1,5,Yes,No,No,No,Yes,Yes,3,Economic Stability,Yes,No,No
Rangpur,46-55,Others,2,No,No,Unsure,Yes,Remained Same,No,Yes,Yes,Yes,No,No,4,Not very informed,3,5,Yes,Yes,Yes,No,Unsure,No,3,Economic Stability,No,Yes,No
Chattogram,46-55,Student,1,No,No,Unsure,Yes,Increased,No,Unsure,No,Yes,No,No,3,Not very informed,3,1,Unsure,No,Yes,Yes,Yes,Yes,4,Increase Poverty,Yes,No,Yes
Khulna,36-45,Government Job,1,Yes,No,No,No,Remained Same,No,No,No,No,Yes,Yes,4,Much Informed,2,2,No,No,Yes,No,No,Yes,1,Other,No,No,No
Sylhet,18-25,Student,3,Unsure,No,Unsure,Yes,Decreased,No,No,No,No,Yes,No,2,Much Informed,3,1,Yes,No,No,Yes,No,Yes,3,Peace interrupt,Yes,No comments,Yes
Barisal,18-25,Private Job,2,No,Yes,No,No,Decreased,No,Unsure,Yes,Yes,No,Yes,4,Not very informed,3,2,Unsure,Yes,No,Yes,Yes,No,3,Peace interrupt,No,No comments,No
Chattogram,26-35,Government Job,4,Unsure,Yes,Unsure,Yes,Remained Same,Yes,Yes,No,No,Yes,Yes,3,Not informed at all,1,4,Yes,No,Yes,Yes,Unsure,No,5,Economic Stability,Yes,No,Yes
Rajshahi,26-35,Others,1,No,Unsure,No,No,Decreased,No,Yes,No,Yes,Yes,Yes,5,Much Informed,2,2,Unsure,No,Yes,Yes,Unsure,Yes,2,Economic Stability,No,No comments,No
Khulna,More than 55,Student,4,Unsure,No,Unsure,No,Increased,No,Unsure,Yes,No,No,Yes,5,Much Informed,4,2,No,Yes,Yes,No,Yes,No,5,Other,Yes,Yes,Yes
Barisal,More than 55,Business,5,No,Unsure,No,Yes,Decreased,No,No,Yes,No,Yes,Yes,4,Somewhat Informed,1,4,No,Yes,Yes,Yes,Yes,Yes,3,Other,Yes,No,Yes
Dhaka,26-35,Government Job,5,No,Unsure,No,No,Increased,Yes,Yes,Yes,Yes,No,No,3,Somewhat Informed,3,3,Yes,Yes,Yes,Yes,Unsure,No,4,Economic Stability,No,No comments,No
Chattogram,More than 55,Government Job,5,No,No,No,Yes,Remained Same,No,Unsure,Yes,No,Yes,Yes,2,Not informed at all,5,1,Yes,Yes,Yes,No,Yes,Yes,5,Economic Stability,Yes,No,No
Sylhet,36-45,Business,5,Yes,No,No,No,Increased,No,Yes,Yes,Yes,Yes,No,3,Somewhat Informed,2,5,Yes,Yes,No,No,Yes,Yes,2,Other,Yes,No comments,Yes
Barisal,More than 55,Business,2,No,No,No,Yes,Remained Same,Yes,Yes,Yes,Yes,No,No,3,Somewhat Informed,1,4,Yes,Yes,Yes,No,No,No,2,Other,Yes,No comments,No
Barisal,Less than 18,Others,2,No,Yes,Unsure,No,Increased,No,No,Yes,No,Yes,No,5,Not informed at all,2,1,No,No,Yes,No,Unsure,Yes,1,Economic Stability,Yes,No,No
Rangpur,More than 55,Student,3,No,Unsure,No,Yes,Remained Same,No,Yes,No,Yes,Yes,No,1,Much Informed,2,3,Yes,No,No,No,Unsure,No,1,Increase Poverty,Yes,No comments,No
Rajshahi,46-55,Student,2,Unsure,No,Yes,Yes,Decreased,Yes,Unsure,Yes,Yes,Yes,Yes,1,Somewhat Informed,1,3,Yes,No,No,Yes,No,No,3,Economic Stability,Yes,No comments,No
Chattogram,Less than 18,Others,5,Unsure,No,Yes,No,Increased,Yes,Yes,No,Yes,Yes,Yes,5,Much Informed,5,1,Yes,Yes,No,No,No,Yes,2,Economic Stability,No,No,Yes
Barisal,26-35,Business,3,Yes,Unsure,No,Yes,Increased,No,No,No,Yes,Yes,No,1,Much Informed,1,2,Unsure,Yes,Yes,Yes,Unsure,Yes,2,Other,No,No,Yes
Mymensingh,26-35,Government Job,4,Unsure,Unsure,Yes,No,Decreased,Yes,Yes,No,No,No,Yes,1,Not informed at all,5,3,Unsure,Yes,Yes,No,Unsure,Yes,3,Increase Poverty,No,No comments,No
Rajshahi,Less than 18,Private Job,5,Unsure,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,1,Not very informed,2,5,Yes,Yes,No,Yes,Yes,Yes,2,Other,No,No comments,No
Chattogram,18-25,Business,4,Unsure,Yes,No,No,Remained Same,No,Yes,Yes,No,Yes,Yes,2,Much Informed,3,1,Unsure,No,Yes,No,Yes,No,4,Economic Stability,Yes,Yes,No
Dhaka,36-45,Others,2,No,No,Unsure,No,Decreased,No,Yes,Yes,No,No,No,5,Somewhat Informed,3,4,No,No,Yes,No,No,No,1,Other,Yes,No,No
Barisal,18-25,Others,2,Unsure,No,Unsure,Yes,Decreased,Yes,No,Yes,No,Yes,No,1,Somewhat Informed,4,4,No,Yes,Yes,Yes,Yes,No,2,Economic Stability,No,No,No
Rajshahi,Less than 18,Others,5,Yes,Yes,Unsure,No,Increased,Yes,No,No,No,Yes,No,3,Somewhat Informed,3,3,No,Yes,Yes,No,No,No,5,Peace interrupt,No,Yes,Yes
Rajshahi,18-25,Others,1,Unsure,Unsure,Yes,Yes,Remained Same,No,Unsure,Yes,Yes,Yes,No,4,Much Informed,5,4,Yes,No,Yes,No,No,No,1,Other,No,No comments,Yes
Dhaka,26-35,Private Job,2,Yes,Yes,Yes,Yes,Increased,Yes,No,No,No,Yes,No,2,Not very informed,4,2,Unsure,Yes,Yes,Yes,Unsure,No,4,Other,No,No comments,Yes
Rajshahi,26-35,Government Job,4,Yes,No,No,No,Remained Same,No,Unsure,Yes,Yes,Yes,No,3,Not informed at all,1,4,Unsure,Yes,No,Yes,Unsure,No,4,Increase Poverty,No,Yes,Yes
Chattogram,26-35,Government Job,1,No,Unsure,No,No,Decreased,No,Yes,No,Yes,No,Yes,2,Not informed at all,3,1,No,Yes,Yes,No,Unsure,Yes,1,Increase Poverty,Yes,No,No
Dhaka,Less than 18,Private Job,5,Yes,No,Unsure,No,Increased,No,No,Yes,Yes,No,No,4,Somewhat Informed,2,5,Yes,No,Yes,No,Unsure,Yes,2,Increase Poverty,Yes,Yes,Yes
Barisal,More than 55,Private Job,1,Unsure,Yes,No,Yes,Decreased,Yes,Unsure,No,No,Yes,No,1,Not informed at all,3,2,Yes,No,Yes,No,Yes,Yes,3,Economic Stability,Yes,No comments,Yes
Mymensingh,Less than 18,Others,4,Yes,Yes,Unsure,No,Increased,Yes,No,No,No,No,Yes,4,Not informed at all,4,2,No,Yes,Yes,Yes,Yes,No,5,Economic Stability,Yes,Yes,Yes
Rangpur,Less than 18,Government Job,1,Unsure,Unsure,Yes,Yes,Decreased,Yes,Unsure,Yes,No,Yes,No,1,Much Informed,5,3,Unsure,Yes,Yes,No,No,Yes,2,Peace interrupt,Yes,No,No
Chattogram,46-55,Government Job,2,Yes,Unsure,Unsure,No,Increased,No,Yes,No,No,No,No,1,Much Informed,5,1,No,No,No,Yes,Unsure,No,3,Economic Stability,Yes,No,Yes
Mymensingh,Less than 18,Others,5,No,No,No,No,Increased,No,Unsure,Yes,Yes,Yes,No,2,Not informed at all,1,5,Unsure,No,No,No,Yes,No,3,Other,Yes,Yes,No
Chattogram,18-25,Business,3,No,Unsure,Unsure,No,Increased,No,No,No,No,Yes,No,3,Much Informed,5,2,Yes,Yes,No,Yes,No,No,2,Increase Poverty,Yes,Yes,No
Mymensingh,36-45,Government Job,3,No,Unsure,Yes,Yes,Remained Same,No,Yes,No,Yes,Yes,No,4,Not very informed,1,1,Unsure,No,No,No,No,No,4,Economic Stability,Yes,No,No
Khulna,26-35,Others,2,Yes,No,Yes,Yes,Increased,No,No,Yes,Yes,No,Yes,1,Somewhat Informed,1,3,No,Yes,Yes,Yes,Yes,No,2,Economic Stability,No,No,No
Chattogram,36-45,Others,1,Yes,Unsure,Unsure,No,Remained Same,No,Unsure,No,No,Yes,No,1,Somewhat Informed,3,2,No,No,No,Yes,Yes,Yes,2,Other,No,No comments,No
Sylhet,18-25,Business,4,Yes,Yes,Unsure,No,Remained Same,No,Unsure,No,No,Yes,Yes,1,Not informed at all,2,2,Unsure,Yes,Yes,No,Unsure,No,4,Peace interrupt,No,No,No
Dhaka,26-35,Business,5,Yes,Yes,No,Yes,Remained Same,No,No,No,Yes,Yes,Yes,3,Much Informed,2,3,Yes,No,Yes,No,Unsure,No,3,Peace interrupt,Yes,No,No
Chattogram,Less than 18,Business,1,No,Yes,No,No,Remained Same,Yes,No,No,No,No,Yes,2,Somewhat Informed,5,4,No,Yes,No,No,Unsure,Yes,2,Other,No,Yes,No
Dhaka,26-35,Student,1,Unsure,Yes,Unsure,No,Increased,Yes,No,Yes,No,No,Yes,2,Not very informed,2,2,Unsure,Yes,Yes,No,No,Yes,4,Other,Yes,Yes,No
Sylhet,More than 55,Government Job,1,No,Yes,Unsure,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,Yes,3,Not informed at all,4,2,Unsure,No,Yes,Yes,Unsure,No,2,Economic Stability,No,No,No
Rajshahi,More than 55,Business,5,No,Unsure,No,No,Remained Same,No,Unsure,No,Yes,No,Yes,5,Much Informed,4,2,No,Yes,Yes,No,No,No,5,Economic Stability,No,No,Yes
Rangpur,Less than 18,Government Job,2,Yes,Yes,Unsure,No,Remained Same,Yes,Yes,Yes,No,No,Yes,2,Not very informed,3,3,Yes,Yes,Yes,No,No,No,2,Other,No,Yes,Yes
Chattogram,46-55,Student,1,No,No,No,Yes,Decreased,No,No,No,Yes,No,Yes,4,Somewhat Informed,5,4,Unsure,No,Yes,Yes,No,Yes,5,Increase Poverty,No,Yes,No
Dhaka,36-45,Others,2,Unsure,Yes,No,No,Increased,Yes,Yes,No,No,No,Yes,1,Much Informed,2,4,Yes,Yes,No,Yes,No,Yes,4,Economic Stability,Yes,Yes,Yes
Mymensingh,46-55,Others,4,Yes,No,No,No,Remained Same,Yes,Yes,No,Yes,Yes,No,2,Not very informed,5,2,Yes,No,No,No,No,No,4,Other,Yes,No comments,Yes
Barisal,More than 55,Business,4,Yes,No,Yes,Yes,Decreased,No,No,Yes,No,Yes,Yes,4,Much Informed,1,2,Unsure,Yes,Yes,Yes,Unsure,No,3,Other,Yes,Yes,Yes
Barisal,26-35,Student,1,No,No,No,Yes,Remained Same,Yes,No,No,Yes,Yes,No,3,Not very informed,1,3,Yes,Yes,No,Yes,Unsure,Yes,3,Peace interrupt,No,No comments,No
Dhaka,36-45,Student,4,Yes,Unsure,Unsure,No,Decreased,Yes,No,Yes,Yes,Yes,No,4,Much Informed,3,2,No,Yes,Yes,Yes,Unsure,Yes,2,Economic Stability,Yes,Yes,No
Rangpur,Less than 18,Business,3,Yes,Unsure,Yes,No,Increased,No,Unsure,Yes,Yes,Yes,Yes,1,Not very informed,4,3,Yes,Yes,No,No,No,Yes,2,Increase Poverty,Yes,No comments,No
Khulna,26-35,Others,4,Unsure,Yes,Unsure,No,Remained Same,No,Yes,No,Yes,Yes,No,5,Not informed at all,3,3,Unsure,Yes,Yes,No,Unsure,No,4,Peace interrupt,No,Yes,No
Sylhet,18-25,Student,1,No,Yes,No,Yes,Increased,Yes,No,No,No,Yes,Yes,5,Somewhat Informed,3,1,No,No,No,Yes,No,No,4,Other,Yes,No comments,Yes
Chattogram,26-35,Private Job,1,No,Unsure,No,No,Decreased,No,Unsure,Yes,No,No,Yes,2,Not informed at all,1,4,Yes,Yes,No,No,Unsure,No,1,Other,Yes,No,Yes
Rangpur,Less than 18,Government Job,4,Unsure,Yes,Yes,No,Increased,No,No,No,Yes,No,Yes,5,Not informed at all,4,1,Unsure,Yes,Yes,Yes,Unsure,Yes,5,Peace interrupt,No,No comments,Yes
Barisal,More than 55,Government Job,1,No,Yes,Yes,No,Remained Same,Yes,Yes,Yes,Yes,Yes,Yes,2,Somewhat Informed,5,1,No,No,Yes,Yes,No,Yes,2,Increase Poverty,Yes,Yes,No
Rajshahi,Less than 18,Government Job,2,Unsure,Unsure,Unsure,Yes,Remained Same,Yes,Unsure,No,Yes,No,No,2,Much Informed,2,2,No,Yes,No,Yes,Unsure,Yes,3,Increase Poverty,Yes,Yes,Yes
Dhaka,18-25,Private Job,1,Yes,Yes,Yes,Yes,Remained Same,Yes,Yes,Yes,No,Yes,No,4,Not very informed,3,3,No,Yes,No,Yes,Unsure,Yes,1,Increase Poverty,Yes,No comments,No
Sylhet,46-55,Business,3,Yes,Unsure,Unsure,No,Decreased,No,No,No,No,No,Yes,3,Not informed at all,4,2,Unsure,No,No,No,No,Yes,2,Economic Stability,Yes,Yes,No
Mymensingh,26-35,Others,5,No,Unsure,Unsure,No,Remained Same,No,Yes,Yes,No,Yes,No,5,Much Informed,2,5,Unsure,No,No,Yes,Unsure,Yes,4,Peace interrupt,Yes,No comments,Yes
